2025-01-26 11:30:00 - INFO - Running job "process_assets (trigger: cron[minute='0,15,30,45'], next run at: 2025-01-26 11:45:00 EET)" (scheduled at 2025-01-26 11:30:00+02:00)
2025-01-26 11:30:00 - INFO - 🔢 Загальна кількість пар для обробки: 3001
2025-01-26 11:30:00 - INFO - 🔢 Кількість унікальних активів для обробки: 215
2025-01-26 11:30:05 - INFO - ✅ Дані для SXP успішно збережено в базу.
2025-01-26 11:30:06 - INFO - ✅ Дані для GMT успішно збережено в базу.
2025-01-26 11:30:06 - INFO - ✅ Дані для ICX успішно збережено в базу.
2025-01-26 11:30:06 - INFO - ✅ Дані для BNT успішно збережено в базу.
2025-01-26 11:30:06 - INFO - ✅ Дані для SPELL успішно збережено в базу.
2025-01-26 11:30:06 - INFO - ✅ Дані для STX успішно збережено в базу.
2025-01-26 11:30:06 - INFO - ✅ Дані для NMR успішно збережено в базу.
2025-01-26 11:30:06 - INFO - ✅ Дані для DAR успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для SUI успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для WIF успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для BAL успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для ORDI успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для CAKE успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для OM успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для ADA успішно збережено в базу.
2025-01-26 11:30:07 - INFO - ✅ Дані для VET успішно збережено в базу.
2025-01-26 11:30:08 - INFO - ✅ Дані для ENJ успішно збережено в базу.
2025-01-26 11:30:08 - INFO - ✅ Дані для CTSI успішно збережено в базу.
2025-01-26 11:30:08 - INFO - ✅ Дані для C98 успішно збережено в базу.
2025-01-26 11:30:08 - INFO - ✅ Дані для RIF успішно збережено в базу.
2025-01-26 11:30:08 - INFO - ✅ Дані для CRV успішно збережено в базу.
2025-01-26 11:30:08 - INFO - ✅ Дані для ALT успішно збережено в базу.
2025-01-26 11:30:08 - INFO - ✅ Дані для GTC успішно збережено в базу.
2025-01-26 11:30:09 - INFO - ✅ Дані для USTC успішно збережено в базу.
2025-01-26 11:30:09 - INFO - ✅ Дані для COS успішно збережено в базу.
2025-01-26 11:30:09 - INFO - ✅ Дані для BLUR успішно збережено в базу.
2025-01-26 11:30:09 - INFO - ✅ Дані для BCH успішно збережено в базу.
2025-01-26 11:30:09 - INFO - ✅ Дані для IOST успішно збережено в базу.
2025-01-26 11:30:09 - INFO - ✅ Дані для ZIL успішно збережено в базу.
2025-01-26 11:30:09 - INFO - ✅ Дані для ENS успішно збережено в базу.
2025-01-26 11:30:10 - INFO - ✅ Дані для CYBER успішно збережено в базу.
2025-01-26 11:30:10 - INFO - ✅ Дані для BLZ успішно збережено в базу.
2025-01-26 11:30:10 - INFO - ✅ Дані для PHA успішно збережено в базу.
2025-01-26 11:30:10 - INFO - ✅ Дані для SC успішно збережено в базу.
2025-01-26 11:30:10 - INFO - ✅ Дані для FLOKI успішно збережено в базу.
2025-01-26 11:30:10 - INFO - ✅ Дані для MDT успішно збережено в базу.
2025-01-26 11:30:10 - INFO - ✅ Дані для RDNT успішно збережено в базу.
2025-01-26 11:30:11 - INFO - ✅ Дані для ACE успішно збережено в базу.
2025-01-26 11:30:11 - INFO - ✅ Дані для CHR успішно збережено в базу.
2025-01-26 11:30:11 - INFO - ✅ Дані для AVA успішно збережено в базу.
2025-01-26 11:30:11 - INFO - ✅ Дані для CHZ успішно збережено в базу.
2025-01-26 11:30:11 - INFO - ✅ Дані для AVAX успішно збережено в базу.
2025-01-26 11:30:11 - INFO - ✅ Дані для MASK успішно збережено в базу.
2025-01-26 11:30:11 - INFO - ✅ Дані для OXT успішно збережено в базу.
2025-01-26 11:30:12 - INFO - ✅ Дані для ICP успішно збережено в базу.
2025-01-26 11:30:12 - INFO - ✅ Дані для ID успішно збережено в базу.
2025-01-26 11:30:12 - INFO - ✅ Дані для YFI успішно збережено в базу.
2025-01-26 11:30:12 - INFO - ✅ Дані для ZRX успішно збережено в базу.
2025-01-26 11:30:12 - INFO - ✅ Дані для LEVER успішно збережено в базу.
2025-01-26 11:30:12 - INFO - ✅ Дані для CELO успішно збережено в базу.
2025-01-26 11:30:13 - INFO - ✅ Дані для XVS успішно збережено в базу.
2025-01-26 11:30:13 - INFO - ✅ Дані для DYM успішно збережено в базу.
2025-01-26 11:30:13 - INFO - ✅ Дані для IDEX успішно збережено в базу.
2025-01-26 11:30:13 - INFO - ✅ Дані для API3 успішно збережено в базу.
2025-01-26 11:30:13 - INFO - ✅ Дані для TIA успішно збережено в базу.
2025-01-26 11:30:13 - INFO - ✅ Дані для DGB успішно збережено в базу.
2025-01-26 11:30:14 - INFO - ✅ Дані для ACH успішно збережено в базу.
2025-01-26 11:30:14 - INFO - ✅ Дані для ILV успішно збережено в базу.
2025-01-26 11:30:14 - INFO - ✅ Дані для AI успішно збережено в базу.
2025-01-26 11:30:14 - INFO - ✅ Дані для METIS успішно збережено в базу.
2025-01-26 11:30:14 - INFO - ✅ Дані для XTZ успішно збережено в базу.
2025-01-26 11:30:14 - INFO - ✅ Дані для LIT успішно збережено в базу.
2025-01-26 11:30:14 - INFO - ✅ Дані для APE успішно збережено в базу.
2025-01-26 11:30:15 - INFO - ✅ Дані для ANKR успішно збережено в базу.
2025-01-26 11:30:15 - INFO - ✅ Дані для POLYX успішно збережено в базу.
2025-01-26 11:30:15 - INFO - ✅ Дані для ATOM успішно збережено в базу.
2025-01-26 11:30:15 - INFO - ✅ Дані для MEME успішно збережено в базу.
2025-01-26 11:30:15 - INFO - ✅ Дані для PORTAL успішно збережено в базу.
2025-01-26 11:30:15 - INFO - ✅ Дані для CVX успішно збережено в базу.
2025-01-26 11:30:16 - INFO - ✅ Дані для MANTA успішно збережено в базу.
2025-01-26 11:30:16 - INFO - ✅ Дані для HBAR успішно збережено в базу.
2025-01-26 11:30:16 - INFO - ✅ Дані для AST успішно збережено в базу.
2025-01-26 11:30:16 - INFO - ✅ Дані для KNC успішно збережено в базу.
2025-01-26 11:30:16 - INFO - ✅ Дані для NEAR успішно збережено в базу.
2025-01-26 11:30:17 - INFO - ✅ Дані для WAXP успішно збережено в базу.
2025-01-26 11:30:17 - INFO - ✅ Дані для BICO успішно збережено в базу.
2025-01-26 11:30:17 - INFO - ✅ Дані для MOVR успішно збережено в базу.
2025-01-26 11:30:17 - INFO - ✅ Дані для LPT успішно збережено в базу.
2025-01-26 11:30:17 - INFO - ✅ Дані для AGLD успішно збережено в базу.
2025-01-26 11:30:18 - INFO - ✅ Дані для CFX успішно збережено в базу.
2025-01-26 11:30:18 - INFO - ✅ Дані для ALGO успішно збережено в базу.
2025-01-26 11:30:18 - INFO - ✅ Дані для MAGIC успішно збережено в базу.
2025-01-26 11:30:18 - INFO - ✅ Дані для LINA успішно збережено в базу.
2025-01-26 11:30:19 - INFO - ✅ Дані для OGN успішно збережено в базу.
2025-01-26 11:30:19 - INFO - ✅ Дані для ROSE успішно збережено в базу.
2025-01-26 11:30:19 - INFO - ✅ Дані для ETH успішно збережено в базу.
2025-01-26 11:30:19 - INFO - ✅ Дані для STORJ успішно збережено в базу.
2025-01-26 11:30:19 - INFO - ✅ Дані для MINA успішно збережено в базу.
2025-01-26 11:30:19 - INFO - ✅ Дані для PIXEL успішно збережено в базу.
2025-01-26 11:30:20 - INFO - ✅ Дані для EGLD успішно збережено в базу.
2025-01-26 11:30:20 - INFO - ✅ Дані для RUNE успішно збережено в базу.
2025-01-26 11:30:20 - INFO - ✅ Дані для BAND успішно збережено в базу.
2025-01-26 11:30:20 - INFO - ✅ Дані для STRAX успішно збережено в базу.
2025-01-26 11:30:20 - INFO - ✅ Дані для INJ успішно збережено в базу.
2025-01-26 11:30:20 - INFO - ✅ Дані для PYTH успішно збережено в базу.
2025-01-26 11:30:21 - INFO - ✅ Дані для FTM успішно збережено в базу.
2025-01-26 11:30:21 - INFO - ✅ Дані для ARB успішно збережено в базу.
2025-01-26 11:30:21 - INFO - ✅ Дані для CVC успішно збережено в базу.
2025-01-26 11:30:21 - INFO - ✅ Дані для TLM успішно збережено в базу.
2025-01-26 11:30:21 - INFO - ✅ Дані для JASMY успішно збережено в базу.
2025-01-26 11:30:22 - INFO - ✅ Дані для PHB успішно збережено в базу.
2025-01-26 11:30:22 - INFO - ✅ Дані для LUNC успішно збережено в базу.
2025-01-26 11:30:22 - INFO - ✅ Дані для IOTX успішно збережено в базу.
2025-01-26 11:30:22 - INFO - ✅ Дані для ATA успішно збережено в базу.
2025-01-26 11:30:22 - INFO - ✅ Дані для SUSHI успішно збережено в базу.
2025-01-26 11:30:23 - INFO - ✅ Дані для WLD успішно збережено в базу.
2025-01-26 11:30:23 - INFO - ✅ Дані для FLM успішно збережено в базу.
2025-01-26 11:30:23 - INFO - ✅ Дані для COTI успішно збережено в базу.
2025-01-26 11:30:23 - INFO - ✅ Дані для STG успішно збережено в базу.
2025-01-26 11:30:23 - INFO - ✅ Дані для HOT успішно збережено в базу.
2025-01-26 11:30:23 - INFO - ✅ Дані для JTO успішно збережено в базу.
2025-01-26 11:30:24 - INFO - ✅ Дані для ALPHA успішно збережено в базу.
2025-01-26 11:30:24 - INFO - ✅ Дані для QNT успішно збережено в базу.
2025-01-26 11:30:24 - INFO - ✅ Дані для SNX успішно збережено в базу.
2025-01-26 11:30:24 - INFO - ✅ Дані для RAD успішно збережено в базу.
2025-01-26 11:30:24 - INFO - ✅ Дані для BAT успішно збережено в базу.
2025-01-26 11:30:24 - INFO - ✅ Дані для ETC успішно збережено в базу.
2025-01-26 11:30:25 - INFO - ✅ Дані для ONG успішно збережено в базу.
2025-01-26 11:30:25 - INFO - ✅ Дані для CELR успішно збережено в базу.
2025-01-26 11:30:25 - INFO - ✅ Дані для ARK успішно збережено в базу.
2025-01-26 11:30:25 - INFO - ✅ Дані для DODO успішно збережено в базу.
2025-01-26 11:30:25 - INFO - ✅ Дані для IMX успішно збережено в базу.
2025-01-26 11:30:26 - INFO - ✅ Дані для SUPER успішно збережено в базу.
2025-01-26 11:30:26 - INFO - ✅ Дані для RSR успішно збережено в базу.
2025-01-26 11:30:26 - INFO - ✅ Дані для XRP успішно збережено в базу.
2025-01-26 11:30:26 - INFO - ✅ Дані для SHIB успішно збережено в базу.
2025-01-26 11:30:26 - INFO - ✅ Дані для AUDIO успішно збережено в базу.
2025-01-26 11:30:27 - INFO - ✅ Дані для BTC успішно збережено в базу.
2025-01-26 11:30:27 - INFO - ✅ Дані для SLP успішно збережено в базу.
2025-01-26 11:30:27 - INFO - ✅ Дані для UNI успішно збережено в базу.
2025-01-26 11:30:27 - INFO - ✅ Дані для ZEC успішно збережено в базу.
2025-01-26 11:30:27 - INFO - ✅ Дані для RLC успішно збережено в базу.
2025-01-26 11:30:27 - INFO - ✅ Дані для COMP успішно збережено в базу.
2025-01-26 11:30:28 - INFO - ✅ Дані для ALICE успішно збережено в базу.
2025-01-26 11:30:28 - INFO - ✅ Дані для ASTR успішно збережено в базу.
2025-01-26 11:30:28 - INFO - ✅ Дані для NKN успішно збережено в базу.
2025-01-26 11:30:28 - INFO - ✅ Дані для YGG успішно збережено в базу.
2025-01-26 11:30:29 - INFO - ✅ Дані для FXS успішно збережено в базу.
2025-01-26 11:30:29 - INFO - ✅ Дані для QTUM успішно збережено в базу.
2025-01-26 11:30:29 - INFO - ✅ Дані для 1INCH успішно збережено в базу.
2025-01-26 11:30:29 - INFO - ✅ Дані для SNT успішно збережено в базу.
2025-01-26 11:30:29 - INFO - ✅ Дані для APT успішно збережено в базу.
2025-01-26 11:30:30 - INFO - ✅ Дані для MANA успішно збережено в базу.
2025-01-26 11:30:30 - INFO - ✅ Дані для ARPA успішно збережено в базу.
2025-01-26 11:30:30 - INFO - ✅ Дані для DASH успішно збережено в базу.
2025-01-26 11:30:30 - INFO - ✅ Дані для BAKE успішно збережено в базу.
2025-01-26 11:30:30 - INFO - ✅ Дані для COMBO успішно збережено в базу.
2025-01-26 11:30:30 - INFO - ✅ Дані для BNB успішно збережено в базу.
2025-01-26 11:30:31 - INFO - ✅ Дані для AXS успішно збережено в базу.
2025-01-26 11:30:31 - INFO - ✅ Дані для FET успішно збережено в базу.
2025-01-26 11:30:31 - INFO - ✅ Дані для TRX успішно збережено в базу.
2025-01-26 11:30:31 - INFO - ✅ Дані для JOE успішно збережено в базу.
2025-01-26 11:30:31 - INFO - ✅ Дані для TRB успішно збережено в базу.
2025-01-26 11:30:31 - INFO - ✅ Дані для NEO успішно збережено в базу.
2025-01-26 11:30:32 - INFO - ✅ Дані для EOS успішно збережено в базу.
2025-01-26 11:30:32 - INFO - ✅ Дані для BADGER успішно збережено в базу.
2025-01-26 11:30:32 - INFO - ✅ Дані для HFT успішно збережено в базу.
2025-01-26 11:30:32 - INFO - ✅ Дані для TRU успішно збережено в базу.
2025-01-26 11:30:33 - INFO - ✅ Дані для SOL успішно збережено в базу.
2025-01-26 11:30:33 - INFO - ✅ Дані для HIGH успішно збережено в базу.
2025-01-26 11:30:33 - INFO - ✅ Дані для KAVA успішно збережено в базу.
2025-01-26 11:30:33 - INFO - ✅ Дані для FTT успішно збережено в базу.
2025-01-26 11:30:33 - INFO - ✅ Дані для DYDX успішно збережено в базу.
2025-01-26 11:30:34 - INFO - ✅ Дані для PEPE успішно збережено в базу.
2025-01-26 11:30:34 - INFO - ✅ Дані для HOOK успішно збережено в базу.
2025-01-26 11:30:34 - INFO - ✅ Дані для DOT успішно збережено в базу.
2025-01-26 11:30:34 - INFO - ✅ Дані для MAV успішно збережено в базу.
2025-01-26 11:30:34 - INFO - ✅ Дані для ONE успішно збережено в базу.
2025-01-26 11:30:34 - INFO - ✅ Дані для DUSK успішно збережено в базу.
2025-01-26 11:30:35 - INFO - ✅ Дані для LQTY успішно збережено в базу.
2025-01-26 11:30:35 - INFO - ✅ Дані для SAND успішно збережено в базу.
2025-01-26 11:30:35 - INFO - ✅ Дані для NFP успішно збережено в базу.
2025-01-26 11:30:36 - INFO - ✅ Дані для ARKM успішно збережено в базу.
2025-01-26 11:30:36 - INFO - ✅ Дані для GMX успішно збережено в базу.
2025-01-26 11:30:36 - INFO - ✅ Дані для AAVE успішно збережено в базу.
2025-01-26 11:30:36 - INFO - ✅ Дані для XAI успішно збережено в базу.
2025-01-26 11:30:36 - INFO - ✅ Дані для PERP успішно збережено в базу.
2025-01-26 11:30:36 - INFO - ✅ Дані для GAS успішно збережено в базу.
2025-01-26 11:30:37 - INFO - ✅ Дані для AXL успішно збережено в базу.
2025-01-26 11:30:37 - INFO - ✅ Дані для T успішно збережено в базу.
2025-01-26 11:30:37 - INFO - ✅ Дані для LINK успішно збережено в базу.
2025-01-26 11:30:37 - INFO - ✅ Дані для KSM успішно збережено в базу.
2025-01-26 11:30:37 - INFO - ✅ Дані для RAY успішно збережено в базу.
2025-01-26 11:30:38 - INFO - ✅ Дані для POWR успішно збережено в базу.
2025-01-26 11:30:38 - INFO - ✅ Дані для SEI успішно збережено в базу.
2025-01-26 11:30:38 - INFO - ✅ Дані для ZEN успішно збережено в базу.
2025-01-26 11:30:38 - INFO - ✅ Дані для GALA успішно збережено в базу.
2025-01-26 11:30:38 - INFO - ✅ Дані для BONK успішно збережено в базу.
2025-01-26 11:30:39 - INFO - ✅ Дані для BEL успішно збережено в базу.
2025-01-26 11:30:39 - INFO - ✅ Дані для CTK успішно збережено в базу.
2025-01-26 11:30:39 - INFO - ✅ Дані для MBL успішно збережено в базу.
2025-01-26 11:30:40 - INFO - ✅ Дані для STEEM успішно збережено в базу.
2025-01-26 11:30:40 - INFO - ✅ Дані для DOGE успішно збережено в базу.
2025-01-26 11:30:40 - INFO - ✅ Дані для AR успішно збережено в базу.
2025-01-26 11:30:40 - INFO - ✅ Дані для LUNA успішно збережено в базу.
2025-01-26 11:30:40 - INFO - ✅ Дані для GLM успішно збережено в базу.
2025-01-26 11:30:41 - INFO - ✅ Дані для GRT успішно збережено в базу.
2025-01-26 11:30:41 - INFO - ✅ Дані для ONT успішно збережено в базу.
2025-01-26 11:30:41 - INFO - ✅ Дані для UMA успішно збережено в базу.
2025-01-26 11:30:41 - INFO - ✅ Дані для WOO успішно збережено в базу.
2025-01-26 11:30:41 - INFO - ✅ Дані для IOTA успішно збережено в базу.
2025-01-26 11:30:41 - INFO - ✅ Дані для SKL успішно збережено в базу.
2025-01-26 11:30:42 - INFO - ✅ Дані для LDO успішно збережено в базу.
2025-01-26 11:30:42 - INFO - ✅ Дані для STRK успішно збережено в базу.
2025-01-26 11:30:42 - INFO - ✅ Дані для NTRN успішно збережено в базу.
2025-01-26 11:30:42 - INFO - ✅ Дані для TWT успішно збережено в базу.
2025-01-26 11:30:42 - INFO - ✅ Дані для FIL успішно збережено в базу.
2025-01-26 11:30:42 - INFO - ✅ Дані для LSK успішно збережено в базу.
2025-01-26 11:30:43 - INFO - ✅ Дані для VANRY успішно збережено в базу.
2025-01-26 11:30:43 - INFO - ✅ Дані для LRC успішно збережено в базу.
2025-01-26 11:30:43 - INFO - ✅ Дані для THETA успішно збережено в базу.
2025-01-26 11:30:43 - INFO - ✅ Дані для GLMR успішно збережено в базу.
2025-01-26 11:30:43 - INFO - ✅ Дані для OP успішно збережено в базу.
2025-01-26 11:30:44 - INFO - ✅ Дані для XLM успішно збережено в базу.
2025-01-26 11:30:44 - INFO - ✅ Дані для FLOW успішно збережено в базу.
2025-01-26 11:30:44 - INFO - ✅ Усі активи оброблено. Час виконання: 44.24 секунд.
2025-01-26 11:30:44 - INFO - Job "process_assets (trigger: cron[minute='0,15,30,45'], next run at: 2025-01-26 11:45:00 EET)" executed successfully
2025-01-26 11:45:00 - INFO - Running job "process_assets (trigger: cron[minute='0,15,30,45'], next run at: 2025-01-26 12:00:00 EET)" (scheduled at 2025-01-26 11:45:00+02:00)
2025-01-26 11:45:00 - INFO - 🔢 Загальна кількість пар для обробки: 3001
2025-01-26 11:45:00 - INFO - 🔢 Кількість унікальних активів для обробки: 215
2025-01-26 11:45:06 - INFO - ✅ Дані для SXP успішно збережено в базу.
2025-01-26 11:45:06 - INFO - ✅ Дані для GMT успішно збережено в базу.
2025-01-26 11:45:06 - INFO - ✅ Дані для ICX успішно збережено в базу.
2025-01-26 11:45:06 - INFO - ✅ Дані для BNT успішно збережено в базу.
2025-01-26 11:45:06 - INFO - ✅ Дані для SPELL успішно збережено в базу.
2025-01-26 11:45:06 - INFO - ✅ Дані для STX успішно збережено в базу.
2025-01-26 11:45:07 - INFO - ✅ Дані для NMR успішно збережено в базу.
2025-01-26 11:45:07 - INFO - ✅ Дані для DAR успішно збережено в базу.
2025-01-26 11:45:07 - INFO - ✅ Дані для SUI успішно збережено в базу.
2025-01-26 11:45:07 - INFO - ✅ Дані для WIF успішно збережено в базу.
2025-01-26 11:45:07 - INFO - ✅ Дані для BAL успішно збережено в базу.
2025-01-26 11:45:07 - INFO - ✅ Дані для ORDI успішно збережено в базу.
2025-01-26 11:45:08 - INFO - ✅ Дані для CAKE успішно збережено в базу.
2025-01-26 11:45:08 - INFO - ✅ Дані для OM успішно збережено в базу.
2025-01-26 11:45:08 - INFO - ✅ Дані для ADA успішно збережено в базу.
2025-01-26 11:45:08 - INFO - ✅ Дані для VET успішно збережено в базу.
2025-01-26 11:45:08 - INFO - ✅ Дані для ENJ успішно збережено в базу.
